time,R,phase_diff,phase_a,phase_b
43.52,0.26619271044592624,-2.602710522179784,2.655502666171769,-1.0249721188280334
43.53,0.28504630104433254,-2.5634831878579747,2.6886060371091687,-1.0310960822124433
43.54,0.2817295014700209,-2.57040035801852,2.7246076654708182,-0.9881772836902484
43.55,0.2939024903188939,-2.5449784630169154,2.762005501612436,-0.9762013425502354
43.56,0.30945173028638495,-2.5123598381617622,2.802259925983442,-0.968565543034382
43.57,0.309136745901443,-2.5130222893067455,2.8438843043627666,-0.9262787135100743
43.58,0.32546593350298547,-2.4785837557983865,2.888290217508267,-0.9163113338729331
43.59,0.34293632141796615,-2.441510653654722,2.9339901866287232,-0.9076844668961415
43.6,0.35306500578620714,-2.419902513453832,2.9823373032673146,-0.8809454904584398
43.61,0.36429507433007985,-2.3958411515194267,3.031828372902847,-0.855515782757313
43.62,0.37792304096600815,-2.366488782904774,3.083748340862143,-0.8329481834126697
43.63,0.38836764357590503,-2.343873600699739,3.1365667454750903,-0.802744961004757
43.64,0.40499677356181174,-2.307642049939358,-3.0916916210346073,-0.7840495710952496
43.65,0.42206278444663414,-2.2701536553132957,-3.0362191394148264,-0.7660654841015307
43.66,0.4323665378791195,-2.247361322298818,-2.979066065457137,-0.7317047431583192
43.67,0.44751305641502487,-2.2136277645555626,-2.9218238489458295,-0.7081960843902667
43.68,0.4616299234791794,-2.1819291730497854,-2.8634233810811196,-0.681494208031334
43.69,0.472198964928292,-2.158025232852527,-2.80546972814008,-0.6474444952875531
43.7,0.4840634089144557,-2.1310076518601417,-2.746941114830348,-0.6159334629702065
43.71,0.4935707538041552,-2.109211261366841,-2.689432625773499,-0.580221364406658
43.72,0.5025312993332045,-2.0885443678131486,-2.6319453338297922,-0.5434009660166436
43.73,0.512357268087958,-2.065737698824247,-2.57603771731637,-0.5103000184921234
43.74,0.5195526979732513,-2.0489379271816035,-2.5207099011587704,-0.4717719739771671
43.75,0.5261784935620786,-2.0333919078856977,-2.4674615192829132,-0.43406961139721567
43.76,0.5317226803344569,-2.0203260009076045,-2.4152751213976837,-0.3949491204900794
43.77,0.5341631321915749,-2.014557637758174,-2.36557936187466,-0.35102172411648563
43.78,0.5338538031722604,-2.0152893625583235,-2.3173329952616073,-0.30204363270328377
43.79,0.5316896263641678,-2.0204040569762594,-2.2718934978559018,-0.25148944087964237
43.8,0.5321009114243516,-2.01943268205573,-2.228199052373834,-0.2087663703181044
43.81,0.5215731879562389,-2.044205118912335,-2.1875461654061885,-0.14334104649385365
43.82,0.5137901060419301,-2.0623990901635922,-2.148861484754022,-0.08646239459042959
43.83,0.5034806037600469,-2.0863476230406226,-2.113398644715381,-0.02705102167475861
43.84,0.49200101424365716,-2.1128192344513024,-2.080083675328247,0.032735559123055605
43.85,0.47689417564979303,-2.1473570688019756,-2.050152172708769,0.09720489609320702
43.86,0.4550136783560486,-2.1968175042961406,-2.0225396461940774,0.17427785810206334
43.87,0.4345720377599814,-2.2424665635370484,-1.998496798819058,0.24396976471799023
43.88,0.4117919663624901,-2.2927534076805705,-1.976976762824175,0.31577664485639556
43.89,0.3832021171193244,-2.3550715188810427,-1.9592918124370473,0.39577970644399546
43.9,0.35504142687626233,-2.4156758919902135,-1.9444189725902636,0.47125691939994974
43.91,0.32340747882274967,-2.4829360956009765,-1.9338012800043873,0.5491348155965889
43.92,0.28824640589103345,-2.556802634765767,-1.926444807250708,0.6303578275150588
43.93,0.25020432340615617,-2.635810083191004,-1.9240311041636942,0.7117789790273101
43.94,0.2121018456415475,-2.714142171997775,-1.9255998356458541,0.788542336351921
43.95,0.17018338512465037,-2.799561121563431,-1.9332427236165186,0.8663183979469125
43.96,0.12560300493841486,-2.8897214009368053,-1.9460334522864269,0.9436879486503783
43.97,0.08174019247849776,-2.9779296711737095,-1.9667447393598725,1.011184931813837
43.98,0.03429194437254467,-3.0729953159995436,-1.994455736621048,1.0785395793784955
43.99,0.02203123179991755,3.0975266247401914,-2.0330116016062907,1.1526470808331042
44.0,0.07473921384185517,2.9919747117545343,-2.081320795956961,1.209889799468091
44.01,0.1367926023557025,2.8671469522823485,-2.1446863524600714,1.2713520024371665
44.02,0.20606953680147042,2.726479499396397,-2.2210681430603536,1.335637664722836
44.03,0.27647264172423874,2.581349181249898,-2.316900923543415,1.3849352023862733
44.04,0.3515770891998438,2.423082233245812,-2.4266959366145513,1.4334071373192234
44.05,0.43355208952667806,2.244730893888801,-2.555595423229644,1.4828589900611417
44.06,0.5114572156700522,2.067833181544803,-2.6906843988227593,1.5246677268120241
44.07,0.5876197422549694,1.8853647250674144,-2.83360193142496,1.564218650687212
44.08,0.6568481332078334,1.7083305687009973,-2.9662389452119093,1.6086157932666798
44.09,0.7123726927511602,1.5558460631228475,-3.091706111345301,1.6356331327114382
44.1,0.7603318863552917,1.4139448087398263,3.0870706896400355,1.6731258809002092
44.11,0.8001039084604817,1.28665581605189,2.9955615032407867,1.7089056871888968
44.12,0.8275530015287605,1.1921231810093345,2.9248238852613406,1.7327007042520062
44.13,0.8512145186579266,1.1050023724543496,2.865235239290677,1.7602328668363272
44.14,0.8686823456717233,1.0365203686346312,2.821883517710043,1.7853631490754118
44.15,0.8811992381479303,0.9848066771818258,2.7864291980841926,1.8016225209023669
44.16,0.8935809523407714,0.9310725803503618,2.7629803901103105,1.8319078097599488
44.17,0.9025051722438074,0.8904900180324716,2.7449104130556097,1.854420395023138
44.18,0.9083143190581193,0.8631200305982534,2.7358594461572574,1.872739415559004
44.19,0.9132940525203664,0.8389933900398867,2.7305850048224407,1.891591614782554
44.2,0.9174788505882766,0.8182017554302556,2.7323800739001527,1.914178318469897
44.21,0.9209582905849065,0.800527306472981,2.737011753233442,1.9364844467604612
44.22,0.9239001502144285,0.7852904030793785,2.7474687543264333,1.962178351247055
44.23,0.9235377031051235,0.7871827280849176,2.760249833686099,1.9730671056011817
